agent,from_x,from_y,to_x,to_y,time_step
1,37.96136095248602,23.70832942601102,37.96132387302288,23.707870968909273,0
1,37.96132387302288,23.707870968909273,37.96132387302288,23.707870968909273,1
1,37.96132387302288,23.707870968909273,37.96132387302288,23.707870968909273,2
1,37.96132387302288,23.707870968909273,37.96132387302288,23.707870968909273,3
1,37.96132387302288,23.707870968909273,37.96102878808392,23.70787701305778,4
1,37.96102878808392,23.70787701305778,37.96102878808392,23.70787701305778,5
1,37.96102878808392,23.70787701305778,37.96102878808392,23.70787701305778,6
1,37.96102878808392,23.70787701305778,37.96102878808392,23.70787701305778,7
1,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,8
1,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,9
1,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,10
1,37.960976981735115,23.70821361714788,37.96085035984665,23.707945006901014,11
1,37.96085035984665,23.707945006901014,37.96085035984665,23.707945006901014,12
1,37.96085035984665,23.707945006901014,37.96085035984665,23.707945006901014,13
1,37.96085035984665,23.707945006901014,37.96085035984665,23.707945006901014,14
1,37.96085035984665,23.707945006901014,37.960976981735115,23.70821361714788,15
1,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,16
1,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,17
1,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,18
1,37.960976981735115,23.70821361714788,37.96136095248602,23.70832942601102,19
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,20
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,21
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,22
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,23
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,24
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,25
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,26
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,27
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,28
1,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,29
2,37.96136095248602,23.70832942601102,37.961221415019075,23.70894032663175,0
2,37.961221415019075,23.70894032663175,37.961221415019075,23.70894032663175,1
2,37.961221415019075,23.70894032663175,37.961221415019075,23.70894032663175,2
2,37.961221415019075,23.70894032663175,37.961221415019075,23.70894032663175,3
2,37.961221415019075,23.70894032663175,37.96090262434698,23.70893082168229,4
2,37.96090262434698,23.70893082168229,37.96090262434698,23.70893082168229,5
2,37.96090262434698,23.70893082168229,37.96090262434698,23.70893082168229,6
2,37.96090262434698,23.70893082168229,37.96090262434698,23.70893082168229,7
2,37.96090262434698,23.70893082168229,37.960976981735115,23.70821361714788,8
2,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,9
2,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,10
2,37.960976981735115,23.70821361714788,37.960976981735115,23.70821361714788,11
2,37.960976981735115,23.70821361714788,37.96136095248602,23.70832942601102,12
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,13
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,14
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,15
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,16
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,17
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,18
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,19
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,20
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,21
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,22
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,23
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,24
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,25
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,26
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,27
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,28
2,37.96136095248602,23.70832942601102,37.96136095248602,23.70832942601102,29
3,37.961669025196976,23.70819496762213,37.961639952064445,23.708797115876074,0
3,37.961639952064445,23.708797115876074,37.961639952064445,23.708797115876074,1
3,37.961639952064445,23.708797115876074,37.961639952064445,23.708797115876074,2
3,37.961639952064445,23.708797115876074,37.961639952064445,23.708797115876074,3
3,37.961639952064445,23.708797115876074,37.96176169541426,23.708394496456336,4
3,37.96176169541426,23.708394496456336,37.96176169541426,23.708394496456336,5
3,37.96176169541426,23.708394496456336,37.96176169541426,23.708394496456336,6
3,37.96176169541426,23.708394496456336,37.96176169541426,23.708394496456336,7
3,37.96176169541426,23.708394496456336,37.961918590952195,23.708045311236976,8
3,37.961918590952195,23.708045311236976,37.961918590952195,23.708045311236976,9
3,37.961918590952195,23.708045311236976,37.961918590952195,23.708045311236976,10
3,37.961918590952195,23.708045311236976,37.961918590952195,23.708045311236976,11
3,37.961918590952195,23.708045311236976,37.96176169541426,23.708394496456336,12
3,37.96176169541426,23.708394496456336,37.96176169541426,23.708394496456336,13
3,37.96176169541426,23.708394496456336,37.96176169541426,23.708394496456336,14
3,37.96176169541426,23.708394496456336,37.96176169541426,23.708394496456336,15
3,37.96176169541426,23.708394496456336,37.96198348806449,23.708570551674832,16
3,37.96198348806449,23.708570551674832,37.96198348806449,23.708570551674832,17
3,37.96198348806449,23.708570551674832,37.96198348806449,23.708570551674832,18
3,37.96198348806449,23.708570551674832,37.96198348806449,23.708570551674832,19
3,37.96198348806449,23.708570551674832,37.96234856269136,23.70845833721204,20
3,37.96234856269136,23.70845833721204,37.96234856269136,23.70845833721204,21
3,37.96234856269136,23.70845833721204,37.96234856269136,23.70845833721204,22
3,37.96234856269136,23.70845833721204,37.96234856269136,23.70845833721204,23
3,37.96234856269136,23.70845833721204,37.961669025196976,23.70819496762213,24
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,25
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,26
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,27
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,28
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,29
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,30
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,31
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,32
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,33
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,34
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,35
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,36
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,37
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,38
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,39
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,40
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,41
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,42
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,43
3,37.961669025196976,23.70819496762213,37.961669025196976,23.70819496762213,44
